Imgs;Steering
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_032.jpg;-0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_116.jpg;-0.9000002
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_213.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_306.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_397.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_491.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_580.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_676.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_768.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_854.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_19_940.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_026.jpg;0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_094.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_182.jpg;0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_267.jpg;0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_354.jpg;0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_439.jpg;0.8500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_526.jpg;1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_613.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_695.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_796.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_879.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_20_964.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_052.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_140.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_230.jpg;-0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_316.jpg;-0.9000002
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_396.jpg;-1
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_500.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_590.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_678.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_766.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_852.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_21_925.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_012.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_098.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_186.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_277.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_361.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_449.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_537.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_623.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_709.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_794.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_883.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_22_969.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_054.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_136.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_223.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_313.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_401.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_483.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_571.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_657.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_742.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_832.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_23_918.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_005.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_095.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_179.jpg;-0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_269.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_362.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_451.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_539.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_620.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_712.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_800.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_889.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_24_978.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_065.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_153.jpg;-0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_242.jpg;-0.8500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_331.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_430.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_526.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_624.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_713.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_806.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_908.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_25_998.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_093.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_185.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_280.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_374.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_468.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_564.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_664.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_775.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_858.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_26_970.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_064.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_143.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_241.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_335.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_431.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_529.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_626.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_719.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_815.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_27_910.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_002.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_095.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_186.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_279.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_374.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_470.jpg;-0.7500002
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_559.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_651.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_742.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_836.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_28_926.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_019.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_112.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_205.jpg;0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_298.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_390.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_483.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_581.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_670.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_762.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_860.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_29_959.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_054.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_152.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_246.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_344.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_445.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_538.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_636.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_734.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_833.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_30_924.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_026.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_125.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_227.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_324.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_425.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_527.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_617.jpg;-0.7500002
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_717.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_819.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_31_919.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_022.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_116.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_213.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_311.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_410.jpg;0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_505.jpg;0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_600.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_698.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_791.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_889.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_32_983.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_084.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_179.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_275.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_367.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_469.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_552.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_640.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_744.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_838.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_33_947.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_042.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_137.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_233.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_332.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_420.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_520.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_618.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_713.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_809.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_908.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_34_993.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_092.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_190.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_277.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_376.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_482.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_579.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_672.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_771.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_870.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_35_969.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_065.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_154.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_264.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_364.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_462.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_561.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_661.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_762.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_863.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_36_960.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_062.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_156.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_249.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_353.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_458.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_559.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_661.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_762.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_860.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_37_954.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_060.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_161.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_252.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_347.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_462.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_572.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_651.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_761.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_871.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_38_963.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_057.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_160.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_260.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_365.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_469.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_568.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_672.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_771.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_868.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_39_972.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_074.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_172.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_276.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_382.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_496.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_594.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_690.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_794.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_904.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_40_991.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_096.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_209.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_308.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_413.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_502.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_594.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_691.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_788.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_886.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_41_982.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_078.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_180.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_280.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_377.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_471.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_567.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_667.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_765.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_56_42_863.jpg;0
